host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
10599521,Roeland,2013,Dec-13,2073390,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 AR,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,104,1,0,2,within a day,0.52,13,95,9,8,10,9,9,9
10599889,Femke,2013,Dec-13,2073485,Watergraafsmeer,Amsterdam,North Holland,1098 LP,Netherlands,Apartment,Entire home/apt,4,1,3,5,Real Bed,100,1,25,2,within a day,0.5,0,,,,,,,
10599949,Tim,2013,Dec-13,2073510,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 DV,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,1,N/A,N/A,0,,,,,,,
10600022,Leanne,2013,Dec-13,3256573,Bos en Lommer,Amsterdam,North Holland,1055 GJ,Netherlands,House,Entire home/apt,2,1,1,1,Real Bed,50,1,8,7,within a few hours,1,6,90,9,9,9,9,8,8
10614705,Tom,2013,Dec-14,3653200,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,97,1,0,7,N/A,N/A,3,100,9,9,9,9,10,9
10617779,Sascha,2013,Dec-14,4299063,De Pijp - Rivierenbuurt,Amsterdam,NH,1072 SN,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,75,1,within a few hours,0.69,0,,,,,,,
10620007,Jonathan,2013,Dec-14,5655420,IJburg - Zeeburgereiland,Amsterdam,Noord-Holland,1087 GK,Netherlands,Apartment,Entire home/apt,4,1,2,3,Real Bed,149,1,0,2,within an hour,0.91,1,100,10,10,10,10,10,10
10620740,Krista,2013,Dec-14,2078571,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 JK,Netherlands,Apartment,Entire home/apt,5,1,3,6,Real Bed,200,1,0,1,within a day,0.7,3,80,9,9,10,10,9,9
10627137,Emilie,2013,Dec-15,5372115,Watergraafsmeer,Amsterdam,NH,1097,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,130,1,0,1,within a few hours,0.94,0,,,,,,,
10630908,Arthur,2013,Dec-15,3232870,Slotervaart,Amsterdam,North Holland,1066 TZ,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,52,1,0,1,within a few hours,1,12,93,9,9,10,10,9,9
10636582,Vita,2013,Dec-15,2082163,Centrum-Oost,Amsterdam,North Holland,1011,Netherlands,Boat,Private room,2,5,1,2,Real Bed,49,2,40,2,within a few hours,0.9,5,76,7,8,8,9,10,8
10650213,Mewis & Eva,2013,Dec-16,2085537,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,270,2,25,4,within an hour,1,7,97,9,10,10,10,10,9
10650213,Mewis & Eva,2013,Dec-16,2133079,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,245,2,30,2,within an hour,1,49,99,10,10,10,10,10,10
10650213,Mewis & Eva,2013,Dec-16,2240020,Centrum-West,Amsterdam,North Holland,1012 ES,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,245,2,25,2,within an hour,1,28,94,9,10,10,9,10,9
10650213,Mewis & Eva,2013,Dec-16,5564913,Centrum-West,Amsterdam,Noord-Holland,1012,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,245,2,25,3,within an hour,1,0,,,,,,,
10658294,R.,2013,Dec-16,2087917,Zuid,Amsterdam,North Holland,1059,Netherlands,Apartment,Entire home/apt,3,1,2,2,Real Bed,149,3,40,2,within a few hours,0.88,16,95,10,10,10,10,9,9
10660162,Danielle,2013,Dec-16,2157143,Centrum-West,Amsterdam,North Holland,1052 CP,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,2,within a day,0.6,2,90,10,10,9,10,9,9
10668762,Merel,2013,Dec-17,4294917,Centrum-Oost,Amsterdam,North Holland,1018GP,Netherlands,House,Entire home/apt,3,1,1,2,Real Bed,122,1,0,14,N/A,N/A,0,,,,,,,
10670068,Nathalie,2013,Dec-17,2091152,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,Bed & Breakfast,Private room,2,1,1,2,Real Bed,75,2,30,1,within an hour,1,70,93,9,10,10,10,9,9
10670966,Bob,2013,Dec-17,4065186,Zuid,Amsterdam,North Holland,1071,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,5,within a few hours,1,2,100,10,8,10,10,10,8
10674818,Joop,2013,Dec-17,2091917,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,Apartment,Entire home/apt,2,0.5,1,1,Real Bed,70,1,0,3,within a day,1,5,88,10,10,8,10,10,9
10676517,Mariet,2013,Dec-17,2092343,Zuid,Amsterdam,North Holland,1075 TV,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,1,0,2,within a day,0.67,1,100,10,10,10,10,10,10
10677725,Dave,2013,Dec-17,2092618,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,69,1,0,3,within an hour,1,15,75,8,5,8,9,8,7
10689469,Tatjana,2013,Dec-18,2233122,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 VR,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,180,2,10,2,within a day,0.81,8,98,10,10,10,10,9,10
10697763,Gianna,2013,Dec-18,2622859,Oud-Oost,Amsterdam,North Holland,1094,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,65,1,0,2,within an hour,1,8,88,10,8,8,7,8,8
10707137,Via Libertas,2013,Dec-19,2099644,Westerpark,Amsterdam,North Holland,1051 KH,Netherlands,House,Entire home/apt,15,3,9,15,Real Bed,1495,1,0,1,within a day,0.79,1,,,,,,,
10707137,Via Libertas,2013,Dec-19,2099231,Westerpark,Amsterdam,North Holland,1051 KH,Netherlands,Apartment,Entire home/apt,5,1,3,5,Real Bed,399,1,65,1,within a day,0.79,0,,,,,,,
10708068,Tom,2013,Dec-19,2665167,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 AE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,139,1,0,2,within an hour,1,36,94,10,9,10,10,10,9
10709173,José,2013,Dec-19,2099811,Bos en Lommer,Amsterdam,North Holland,1056,Netherlands,Apartment,Entire home/apt,4,1,1,4,Real Bed,80,2,35,3,within a few hours,1,51,94,9,10,10,10,9,9
10714666,Enahm,2013,Dec-19,2101162,Geuzenveld - Slotermeer,Amsterdam,North Holland,1063 AJ,Netherlands,Loft,Entire home/apt,2,1,0,1,Real Bed,70,2,0,7,within a few hours,0.67,0,,,,,,,
10716997,Truusje,2013,Dec-19,2101657,Centrum-West,Amsterdam,North Holland,1015 CG,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,195,1,0,1,within a few hours,1,1,100,10,10,10,10,10,10
10718820,Mehdi & Sophie,2013,Dec-19,2102217,Zuid,Amsterdam,North Holland,1077,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,2,50,2,within an hour,0.9,2,90,9,10,8,9,9,8
10726948,Sarah,2013,Dec-20,3420396,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 RR,Netherlands,Apartment,Private room,4,2,1,3,Real Bed,89,1,89,2,within an hour,1,33,96,9,10,10,10,9,9
10734385,Bjarne,2013,Dec-20,3341172,Centrum-West,Amsterdam,North Holland,1017 TK,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,198,4,0,4,within a day,0.75,2,100,9,10,10,10,10,7
10739626,Tessa,2013,Dec-21,5407664,Oud-Noord,Amsterdam,Noord-Holland,1031 EG,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,2,within an hour,1,0,,,,,,,
10739758,Taco,2013,Dec-21,5610307,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 GS,Netherlands,Apartment,Private room,2,1,1,2,Real Bed,89,1,0,2,within a few hours,0.7,0,,,,,,,
10739758,Taco,2013,Dec-21,2106623,Centrum-Oost,Amsterdam,North Holland,1017 AN,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,20,2,within a few hours,0.7,1,100,10,10,10,10,10,10
10742804,Bart,2013,Dec-21,5290113,Oud-Oost,Amsterdam,Noord-Holland,1092 CB,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,2,0,2,within an hour,1,0,,,,,,,
10745268,Otto,2013,Dec-21,2107633,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Boat,Entire home/apt,4,1,1,2,Real Bed,120,2,35,1,within a few hours,0.93,66,97,10,10,10,10,10,9
10762267,Maurena,2013,Dec-22,5844244,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1073 SZ,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,112,1,0,1,within a day,0.95,0,,,,,,,
10762267,Maurena,2013,Dec-22,5714250,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072 ED,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,144,1,0,1,within a day,0.95,0,,,,,,,
10776192,Daniel,2013,Dec-23,2113698,Buitenveldert - Zuidas,Amsterdam,North Holland,1076,Netherlands,Apartment,Entire home/apt,4,1,2,3,Real Bed,100,2,10,2,within a few hours,0.93,24,91,9,9,10,10,9,9
10780873,Dominique,2013,Dec-23,4764097,Centrum-Oost,Amsterdam,Noord-Holland,1011 TZ,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,1,within a day,1,0,,,,,,,
10794416,Julia,2013,Dec-24,4814146,Westerpark,Amsterdam,Noord-Holland,1013,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,39,1,6,1,within an hour,1,13,78,8,8,10,9,9,8
10794416,Julia,2013,Dec-24,5275268,Westerpark,Amsterdam,Noord-Holland,1013,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,49,2,19,1,within an hour,1,11,80,9,8,8,8,8,8
10811675,Rene,2013,Dec-25,4225575,Westerpark,Amsterdam,North Holland,1013 CR,Netherlands,Boat,Entire home/apt,4,2,3,3,Real Bed,110,2,30,2,within an hour,1,6,97,9,9,9,10,9,8
10819716,Niki,2013,Dec-26,5725590,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1073 HS,Netherlands,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,200,2,40,3,N/A,N/A,0,,,,,,,
10825685,Roy,2013,Dec-26,4654838,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1079,Netherlands,Apartment,Entire home/apt,7,1,2,2,Real Bed,289,4,50,3,within an hour,0.95,0,,,,,,,
10825685,Roy,2013,Dec-26,4570480,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 DD,Netherlands,Apartment,Entire home/apt,7,1,2,3,Real Bed,289,4,50,2,within an hour,0.95,1,80,8,8,8,8,6,6
10829867,Indra,2013,Dec-26,2162542,Oud-Noord,Amsterdam,North Holland,1031,Netherlands,Apartment,Entire home/apt,4,1.5,3,4,Real Bed,130,4,35,5,within a few hours,1,10,100,10,10,10,10,10,10
10842732,Louis,2013,Dec-27,2125637,Centrum-West,Amsterdam,North Holland,1012 EM,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,95,1,0,2,within an hour,1,20,94,9,10,10,10,9,9
10842778,Daan,2013,Dec-27,4864789,Bos en Lommer,Amsterdam,Noord-Holland,1055,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,1,N/A,N/A,0,,,,,,,
10844429,Daan En Samantha,2013,Dec-27,2126012,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,2,0,5,within an hour,1,15,99,10,10,10,10,10,10
10852032,Gerrit,2013,Dec-27,2127409,Centrum-West,Amsterdam,North Holland,1015 JP,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,135,2,0,2,within an hour,1,58,93,9,9,9,9,10,9
10862247,Sabrina,2013,Dec-28,2936383,Buitenveldert - Zuidas,Amsterdam,North Holland,,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,1,0,1,within a day,0.6,2,100,10,10,10,10,9,9
10863721,Philip,2013,Dec-28,3491262,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095CJ,Netherlands,Apartment,Private room,2,1.5,1,1,Real Bed,40,1,0,5,within an hour,1,6,83,8,7,9,10,8,8
10863932,Andrea & Marc,2013,Dec-28,2551330,Slotervaart,Amsterdam,North Holland,1064,Netherlands,House,Private room,3,1,1,3,Real Bed,85,1,0,2,within a day,0.64,23,97,10,10,10,10,9,10
10864310,Manuel & Beltane,2013,Dec-28,2232393,Centrum-West,Amsterdam,North Holland,1015 DW,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,144,2,72,4,within an hour,1,24,95,10,10,10,10,10,9
10864605,Thony,2013,Dec-28,3187640,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,1,0,2,within an hour,0.94,12,90,10,7,10,10,10,9
10867286,Fedde,2013,Dec-28,2130095,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,Apartment,Entire home/apt,4,1,2,5,Real Bed,195,4,25,4,within a day,0.8,9,98,10,10,10,10,10,10
10875015,Marcel,2013,Dec-28,4446516,Centrum-West,Amsterdam,North Holland,1012 DN,Netherlands,House,Private room,2,1,1,2,Real Bed,125,1,0,2,within an hour,0.98,4,100,10,10,10,10,10,10
10881230,Manon,2013,Dec-29,2132517,Zuid,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,220,1,0,3,within a few hours,0.9,8,97,9,10,10,10,10,10
10882834,Leontien,2013,Dec-29,5239535,Westerpark,Amsterdam,NH,1055 aa,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,1,0,1,within a few hours,0.88,0,,,,,,,
10885456,Anne & Roy,2013,Dec-29,2133331,Zuid,Amsterdam,North Holland,1072,Netherlands,Apartment,Private room,2,1,1,1,Pull-out Sofa,65,1,9,1,within a day,0.75,51,89,9,9,9,9,10,8
10886830,Maike,2013,Dec-29,2476314,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,Apartment,Entire home/apt,5,1.5,3,3,Real Bed,100,1,0,10,within a day,1,1,100,10,10,10,10,10,10
10887260,Jennieke,2013,Dec-29,2133675,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 ET,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1,0,2,within a few hours,1,3,100,10,10,10,10,7,9
10892406,Miluska,2013,Dec-29,4208249,Noord-West,Amsterdam,North Holland,1036 KG,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,64,1,0,2,within an hour,0.9,7,80,8,10,9,9,8,8
10894224,Ernst,2013,Dec-29,2134950,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,Apartment,Entire home/apt,4,1,0,4,Real Bed,115,2,35,2,within a few hours,1,21,93,10,10,10,10,10,9
10905591,Dirk,2013,Dec-30,5878617,Centrum-Oost,Amsterdam,Noord-Holland,1017GE,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,2,within a few hours,1,0,,,,,,,
10905591,Dirk,2013,Dec-30,5710823,Centrum-Oost,Amsterdam,Noord-Holland,1017,Netherlands,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,120,1,0,2,within a few hours,1,1,100,10,10,10,10,10,10
10905591,Dirk,2013,Dec-30,2860631,Zuid,Amsterdam,Noord-Holland,1017 GE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,1,0,2,within a few hours,1,12,95,10,10,10,10,10,10
10905591,Dirk,2013,Dec-30,2860016,Centrum-Oost,Amsterdam,Noord-Holland,1017 GE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,100,1,0,3,within a few hours,1,13,95,10,10,10,10,10,9
10905591,Dirk,2013,Dec-30,3399014,Centrum-Oost,Amsterdam,North Holland,1017 GE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,1,0,2,within a few hours,1,2,90,9,10,10,10,10,8
10905591,Dirk,2013,Dec-30,5687849,Centrum-Oost,Amsterdam,Noord-Holland,1017 GA,Netherlands,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,120,1,0,2,within a few hours,1,0,,,,,,,
10905591,Dirk,2013,Dec-30,2901618,Centrum-Oost,Amsterdam,North Holland,1017 GE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,100,1,0,2,within a few hours,1,13,89,9,10,9,10,10,8
10905591,Dirk,2013,Dec-30,2923054,Centrum-Oost,Amsterdam,North Holland,1017 GE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,1,0,2,within a few hours,1,8,90,10,10,10,10,10,9
10905591,Dirk,2013,Dec-30,2136910,Centrum-West,Amsterdam,Noord-Holland,1017 GE,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,2,0,2,within a few hours,1,10,96,10,10,10,10,10,10
10906309,Lynn A,2013,Dec-30,1019936,Centrum-West,Amsterdam,North Holland,1015,Netherlands,House,Entire home/apt,6,1.5,2,4,Real Bed,150,2,30,3,within an hour,1,6,100,10,10,10,9,10,9
10906816,Florian,2013,Dec-30,2137159,Watergraafsmeer,Amsterdam,North Holland,1092 EX,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,1,within a day,0.67,12,98,10,10,10,10,9,10
10912157,Jeroen,2013,Dec-30,2144655,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 BE,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,1,0,1,within a few hours,1,16,98,10,9,10,10,9,10
10916709,Mike,2013,Dec-30,2519435,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,1,within a few hours,1,5,100,10,10,10,10,9,10
10937669,Giovanni,2014,01-Jan,4641070,Watergraafsmeer,Amsterdam,Noord-Holland,1096GJ,Netherlands,Apartment,Entire home/apt,3,1,0,2,Real Bed,62,2,20,2,within an hour,1,25,98,10,10,10,10,9,10
10939432,Carien,2014,01-Jan,2249674,Centrum-Oost,Amsterdam,North Holland,1018 XH,Netherlands,Boat,Entire home/apt,5,1,3,3,Real Bed,140,2,30,3,within a few hours,1,60,91,9,8,9,9,10,9
10943496,Aafke,2014,01-Jan,2397538,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,94,2,45,2,within a day,0.7,1,100,10,10,10,10,10,10
10945068,Lodewijk,2014,01-Jan,2144304,Zuid,Amsterdam,North Holland,1071 RH,Netherlands,House,Entire home/apt,6,1,4,6,Real Bed,350,1,0,3,N/A,N/A,0,,,,,,,
10947266,Heleen,2014,01-Jan,2144830,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 RT,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,1,0,2,N/A,N/A,2,100,10,10,10,10,10,10
10958477,Issiaka,2014,01-Feb,2146724,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,Netherlands,House,Entire home/apt,3,1,2,2,Real Bed,100,2,50,2,within a day,0.8,11,95,9,9,10,10,10,9
10965649,Yuri,2014,01-Feb,2341429,Centrum-Oost,Amsterdam,North Holland,1012 WP,Netherlands,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,299,1,0,3,within a few hours,1,14,99,10,9,10,10,10,9
10965649,Yuri,2014,01-Feb,2148498,Centrum-West,Amsterdam,North Holland,1015 XV,Netherlands,Boat,Entire home/apt,3,1,1,1,Real Bed,149,1,0,3,within a few hours,1,12,88,9,8,9,9,9,9
10967048,Cathelijn,2014,01-Feb,2148826,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 VA,Netherlands,Apartment,Entire home/apt,3,1,0,2,Real Bed,89,2,0,2,N/A,N/A,8,95,9,9,10,10,10,9
10970125,Marc,2014,01-Feb,5504497,Westerpark,Amsterdam,Noord-Holland,1051,Netherlands,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,115,1,0,1,within an hour,1,0,,,,,,,
10983238,Carla,2014,01-Mar,3141615,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 JK,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,300,1,0,3,N/A,N/A,0,,,,,,,
10983672,Reinoud,2014,01-Mar,2151997,De Baarsjes - Oud-West,Amsterdam,North Holland,1056 HE,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,1,within a day,0.7,0,,,,,,,
10983678,Pablo,2014,01-Mar,2151986,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,79,1,0,1,within an hour,1,51,91,9,9,10,10,9,9
10988515,Arthur,2014,01-Mar,2159904,Centrum-West,Amsterdam,Noord-Holland,1011,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,1,0,4,within a few hours,0.9,7,94,9,10,10,10,10,9
10988986,Maurits,2014,01-Mar,3880034,Centrum-West,Amsterdam,North Holland,1015 GL,Netherlands,Apartment,Entire home/apt,6,1.5,3,4,Real Bed,248,4,25,2,within an hour,1,12,95,9,10,10,10,9,9
10990337,Stefanie,2014,01-Mar,3358509,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,1,0,2,within an hour,1,42,94,10,9,10,10,10,9
10990337,Stefanie,2014,01-Mar,4189398,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,140,1,0,2,within an hour,1,10,92,10,9,10,10,10,10
10990453,Justus,2014,01-Mar,2153711,De Baarsjes - Oud-West,Amsterdam,North Holland,1058,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,135,2,20,2,within a few hours,0.86,13,89,10,8,9,10,9,9
11008029,Marion,2014,01-Apr,4364592,Watergraafsmeer,Amsterdam,North Holland,1098 EM,Netherlands,House,Entire home/apt,5,1,3,5,Real Bed,195,1,0,2,within a few hours,1,0,,,,,,,
11008987,Eveline,2014,01-Apr,3189473,Zuid,Amsterdam,North Holland,1059 CW,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,76,1,0,2,within a day,1,7,94,10,9,10,10,9,8
11010221,Frank,2014,01-Apr,2336764,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 NB,Netherlands,Apartment,Entire home/apt,3,1,2,2,Real Bed,69,1,15,1,within a day,0.82,6,92,10,8,10,10,8,9
11029234,Caroline,2014,01-May,3505002,Zuid,Amsterdam,North Holland,1077LK,Netherlands,Apartment,Entire home/apt,4,1,3,5,Real Bed,180,1,0,5,within a day,1,0,,,,,,,
11034598,E,2014,01-May,3779946,Centrum-West,Amsterdam,North Holland,1016 KZ,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,2,within a few hours,0.9,6,93,10,9,9,10,10,9
11037301,Robert,2014,01-May,3682140,Bos en Lommer,Amsterdam,North Holland,1055 CV,Netherlands,Apartment,Entire home/apt,2,1,2,2,Real Bed,60,3,0,1,within an hour,1,1,100,8,10,10,10,10,10
11040439,Angela,2014,01-May,2163819,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,4,within a day,0.7,4,93,9,10,10,10,10,10
11048184,Tineke,2014,01-May,4010712,Zuid,Amsterdam,North Holland,1077,Netherlands,House,Entire home/apt,7,1,4,4,Real Bed,400,7,50,2,within a day,0.67,2,100,10,10,10,10,10,10
11056172,Willemien,2014,01-Jun,2166657,Zuid,Amsterdam,North Holland,1058,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,89,2,30,3,within a day,0.82,8,95,9,10,10,9,10,9
11063235,Julian,2014,01-Jun,2168340,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,Loft,Entire home/apt,4,2,2,2,Real Bed,200,2,150,1,within an hour,1,10,98,10,10,10,10,10,9
11067740,Titia,2014,01-Jun,4649212,Centrum-West,Amsterdam,Noord-Holland,1013 DH,Netherlands,Loft,Entire home/apt,4,1,1,1,Real Bed,100,2,25,3,N/A,N/A,2,100,10,10,10,10,10,10
11068328,Robin,2014,01-Jun,2169610,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,110,1,0,2,within an hour,1,19,98,10,9,9,10,10,9
11068648,Marlou,2014,01-Jun,4552264,Westerpark,Amsterdam,Noord-Holland,1052 BP,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,89,1,0,2,within an hour,1,6,100,10,10,10,10,9,9
11072866,Anne,2014,01-Jun,3329979,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,0,6,within a day,0.75,1,100,10,10,10,10,10,10
11072997,Bas,2014,01-Jun,2781128,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 LJ,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,1,within a day,0.5,3,100,10,9,10,10,10,9
11076941,Bart,2014,01-Jun,5595957,Oud-Noord,Amsterdam,Noord-Holland,1033,Netherlands,Boat,Entire home/apt,4,1,1,4,Real Bed,140,2,40,1,N/A,N/A,0,,,,,,,
11087343,Rick,2014,01-Jul,2173348,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 HD,Netherlands,Apartment,Entire home/apt,3,1,2,2,Real Bed,150,2,10,12,within a few hours,1,13,95,10,9,9,10,10,10
11087635,Eveline,2014,01-Jul,4123405,Centrum-West,Amsterdam,Noord-Holland,1015,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,169,2,25,3,within a few hours,1,10,98,10,10,10,10,10,9
11090870,Julia,2014,01-Jul,2174178,Centrum-West,Amsterdam,North Holland,1015 HB,Netherlands,Apartment,Entire home/apt,4,1,1,4,Real Bed,108,1,0,3,within a few hours,1,17,93,9,9,9,9,10,9
11092355,Marjolein,2014,01-Jul,5756819,Bos en Lommer,Amsterdam,NH,1055EC,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,134,1,0,1,within a few hours,0.83,0,,,,,,,
11093168,Saskia,2014,01-Jul,2174813,Westerpark,Amsterdam,North Holland,1051,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,89,1,10,3,N/A,N/A,12,100,9,10,10,10,9,9
11096214,Kiry,2014,01-Jul,5553483,Centrum-Oost,Amsterdam,Noord-Holland,1018 MS,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,5,within a few hours,1,0,,,,,,,
11099352,Carlijn,2014,01-Jul,2176204,Zuid,Amsterdam,North Holland,1075 TD,Netherlands,Apartment,Entire home/apt,4,1,1,3,Real Bed,135,2,35,2,within a few hours,1,2,80,10,9,10,9,10,6
11114234,George,2014,01-Aug,3799152,Westerpark,Amsterdam,North Holland,1051,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,within a day,0.5,6,97,10,9,9,9,9,9
